step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
455,8.386,26,2,0.0,7.934,1,166951.794,fixed
456,8.429,33,1,0.0,7.488,1,174009.324,fixed
457,8.844,29,1,0.0,7.508,1,178946.691,fixed
458,9.281,30,1,0.0,7.316,1,136485.451,fixed
459,9.739,33,3,0.0,7.031,1,190174.893,fixed
460,10.114,35,2,0.0,6.719,1,183204.942,fixed
461,10.621,34,1,0.0,6.586,1,161383.587,fixed
462,10.764,36,0,0.0,6.422,1,173822.874,fixed
463,11.157,35,0,0.0,6.385,1,173820.223,fixed
464,11.308,38,0,0.0,6.252,1,180592.432,fixed
465,11.844,37,1,0.0,6.132,1,174356.035,fixed
466,12.416,39,1,0.0,5.876,1,153517.732,fixed
467,10.18,36,0,0.0,5.883,2,169451.895,fixed
468,7.763,38,0,0.0,5.824,2,204611.992,fixed
469,6.0,30,1,0.0,5.88,2,173120.569,fixed
470,4.554,28,0,0.0,6.182,2,204772.221,fixed
471,3.44,25,1,0.0,6.527,2,223124.517,fixed
472,2.441,25,0,0.0,6.569,2,194976.706,fixed
