step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
230,5.941,26,0,0.0,8.058,3,230567.537,adaptive
231,6.176,28,0,0.0,8.11,3,226742.834,adaptive
232,6.322,32,0,0.0,7.943,3,211443.153,adaptive
233,6.57,30,0,0.0,7.992,3,209674.974,adaptive
234,6.707,32,0,0.0,7.92,3,232452.28,adaptive
235,7.008,30,1,0.0,7.935,3,223073.497,adaptive
236,7.137,32,0,0.0,7.757,3,214520.881,adaptive
237,7.379,30,0,0.0,7.753,3,214120.722,adaptive
238,7.699,32,1,0.0,7.798,4,238137.504,adaptive
239,7.959,32,0,0.0,7.863,4,232365.266,adaptive
240,7.961,36,0,0.0,7.655,4,238530.501,adaptive
241,8.22,33,0,0.0,7.55,5,201778.385,adaptive
242,8.616,33,2,0.0,7.449,5,238968.752,adaptive
243,8.74,35,0,0.0,7.282,5,223204.412,adaptive
244,9.008,36,2,0.0,7.089,5,237727.623,adaptive
245,9.456,38,2,0.0,7.117,5,231672.476,adaptive
246,9.768,41,2,0.0,7.067,5,250875.39,adaptive
247,10.161,39,1,0.0,7.027,5,239820.208,adaptive
248,10.561,41,3,0.0,6.912,5,238230.464,adaptive
249,10.878,39,0,0.0,6.898,5,217267.023,adaptive
250,11.492,41,3,0.0,6.831,5,229311.206,adaptive
251,11.933,41,1,0.0,6.815,5,222171.079,adaptive
252,12.074,45,2,0.0,6.578,5,238464.363,adaptive
253,12.754,44,3,0.0,6.416,5,199539.22,adaptive
254,13.353,44,2,0.0,6.365,5,219924.163,adaptive
255,13.974,44,2,0.0,6.255,5,209284.605,adaptive
256,14.36,46,2,0.0,6.067,0,204972.787,adaptive
257,11.288,40,3,0.0,6.051,0,214113.383,adaptive
258,8.17,37,1,0.0,6.047,0,224775.222,adaptive
259,5.954,31,4,0.0,6.104,0,232943.161,adaptive
260,3.862,27,1,0.0,6.219,0,243986.544,adaptive
261,2.393,20,2,0.0,6.56,0,261132.514,adaptive
262,1.393,16,0,0.0,7.073,0,293725.965,adaptive
263,1.038,12,2,0.0,7.526,0,299911.963,adaptive
264,0.936,13,0,0.0,7.695,0,301846.728,adaptive
265,1.009,8,2,0.0,8.229,0,308923.935,adaptive
266,1.094,8,1,0.0,8.678,0,300576.693,adaptive
267,1.17,10,2,0.0,8.923,0,301224.91,adaptive
268,1.231,11,0,0.0,9.091,0,276582.029,adaptive
269,1.324,10,0,0.0,9.55,0,303429.433,adaptive
270,1.4,13,0,0.0,9.585,0,262883.938,adaptive
271,1.514,11,1,0.0,9.748,0,261268.109,adaptive
272,1.609,14,1,0.0,9.705,0,255604.963,adaptive
273,1.752,14,1,0.0,9.714,0,210942.187,adaptive
274,1.881,14,0,0.0,9.73,0,210825.381,adaptive
275,2.028,16,0,0.0,9.834,0,228568.235,adaptive
276,2.106,21,0,0.0,9.583,0,246843.804,adaptive
277,2.257,17,0,0.0,9.64,0,225325.441,adaptive
278,2.407,17,0,0.0,9.678,0,222474.621,adaptive
279,2.558,17,0,0.0,9.772,0,239092.851,adaptive
280,2.693,20,1,0.0,9.567,0,207635.163,adaptive
281,2.851,18,0,0.0,9.673,0,247203.506,adaptive
282,2.983,20,1,0.0,9.486,0,224118.717,adaptive
283,3.148,19,0,0.0,9.526,0,230695.82,adaptive
284,3.313,21,2,0.0,9.437,0,235184.242,adaptive
285,3.478,19,0,0.0,9.469,0,220675.844,adaptive
